TXT_ISSN_P,TXT_ISSN_E,TXT_ISSN_L,NME_REVISTA_IN,NRO_ANO,ID_CLAS_REV,DEP_REV_IN,MUN_REV_IN,NME_ESPECIALIDAD,NME_AREA,NME_GRAN_AREA,NME_INST_EDIT_1,TIPO_INS_N2_E1,TIPO_INS_N3_E1
1794-9998,2256-3067,,Diversitas : Perspectivas En Psicología,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
1900-0448,,,Iusta,2008,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Derecho,Ciencias Sociales,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
1909-941X,2389-7848,,Clio América,2020,C,Magdalena,Santa Marta,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DEL MAGDALENA,Universidades,Público
0123-7047,,,Medunab,2016,B,Santander,Floridablanca,"Ciencias del Cuidado de la Salud y Servicios (Administración de Hospitales, Financiamiento)",Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD AUTONOMA DE BUCARAMANGA,Universidades,Privado
2027-0658,,,Derrotero,2012,C,Bolívar,Cartagena de Indias,No registra,Ingeniería Ambiental,Ingeniería y Tecnología,ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA,Universidades,Público
0123-4412,,2665-3273,Estudios De Literatura Colombiana,2021,C,Antioquia,Medellín,No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0121-6805,,1909-7719,Revista Facultad De Ciencias Económicas : Investigación Y Reflexión,2021,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
0121-5612,,1900-6004,Colombia Internacional,2021,A1,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
1900-6896,,2590-9452,Revista Colombiana De Bioética,2021,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Humanidades,Humanidades,UNIVERSIDAD EL BOSQUE,Universidades,Privado
1657-0790,,2256-5760,Profile,2021,A2,"Bogotá, D. C.","Bogotá, D.C.",Lingüística,Idiomas y Literatura,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0122-0667,,,Revista Medica De Risaralda,2008,C,Risaralda,Pereira,Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD TECNOLOGICA DE PEREIRA,Universidades,Público
0122-0667,,,Revista Medica De Risaralda,2010,C,Risaralda,Pereira,Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD TECNOLOGICA DE PEREIRA,Universidades,Público
,1657-9534,,Colombia Médica,2009,A1,Valle del Cauca,Cali,Medicina General e Interna,Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD DEL VALLE,Universidades,Público
0370-3908,,,"Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales",2010,B,"Bogotá, D. C.","Bogotá, D.C.",Geología,Ciencias de la Tierra y Medioambientales,Ciencias Naturales,ACADEMIA COLOMBIANA DE CIENCIAS EXACTAS FISICAS Y NATURALES ACCEFYN,Entidades sin ánimo de lucro,Privado
0120-2456,,,Anuario Colombiano De Historia Social,2006,C,"Bogotá, D. C.","Bogotá, D.C.",Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-0690,,,Revista Colombiana De Ciencias Pecuarias,2006,B,Antioquia,Medellín,Ciencias Animales y Lechería,Ciencias Animales y Lechería,Ciencias Agrícolas,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0120-5633,2357-3260,,Revista Colombiana De Cardiología,2004,C,"Bogotá, D. C.","Bogotá, D.C.","Ciencias del Cuidado de la Salud y Servicios (Administración de Hospitales, Financiamiento)",Ciencias de la Salud,Ciencias Médicas y de la Salud,SOCIEDAD COLOMBIANA DE CARDIOLOGIA,Entidades sin ánimo de lucro,Público
0041-9095,2011-0839,,Universitas Médica,2013,B,No disponible,No disponible,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0012-7353,,,Dyna,2005,C,Antioquia,Medellín,No registra,Ingeniería Civil,Ingeniería y Tecnología,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0041-9060,,,Vniversitas,2005,C,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0120-3916,,,Revista Colombiana De Educación,2004,C,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA NACIONAL,Universidades,Público
0304-2847,,,Revista Facultad Nacional De Agronomía - Medellín,2009,A2,Antioquia,Medellín,No registra,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-1867,,,Estudios De Derecho,2007,C,Antioquia,Medellín,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0124-5376,,,Biota Colombiana,2004,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias Biológicas,Ciencias Naturales,INSTITUTO DE INVESTIGACION DE RECURSOS BIOLOGICOS ALEXANDER VON HUMBOLDT,Centros o institutos de investigación,Público
0120-0062,2011-3668,,Ideas Y Valores,2012,A1,"Bogotá, D. C.","Bogotá, D.C.",Otras Humanidades,Otras Humanidades,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1657-4583,,,Uis Ingenierías,2011,B,Santander,Bucaramanga,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Universidades,Público
0120-8160,,,Revista Escuela De Administración De Negocios,2008,C,"Bogotá, D. C.","Bogotá, D.C.",Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EAN,Universidades,Privado
0124-7107,23897066,,Universidad Y Salud,2006,C,Nariño,Pasto,Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE NARINO,Universidades,Público
0120-0380,,,Boletín De Matemáticas,2009,B,"Bogotá, D. C.","Bogotá, D.C.",Matemáticas Puras,Matemática,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-386X,2256-3334,,Revista Facultad Nacional De Salud Publica,2011,A2,Antioquia,Medellín,Salud Pública,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0124-0781,,,Reflexión Política,2006,C,Santander,Bucaramanga,Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD AUTONOMA DE BUCARAMANGA,Universidades,Privado
0120-9957,,,Revista Colombiana De Gastroenterología,2005,B,"Bogotá, D. C.","Bogotá, D.C.",Gastroenterología y Hepatología,Medicina Clínica,Ciencias Médicas y de la Salud,SOCIEDAD COLOMBIANA DE GASTROENTEROLOGIA,No disponible,No disponible
1657-8953,,,Civilizar,2012,A2,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD SERGIO ARBOLEDA,Universidades,Privado
0123-1286,,,Fitotecnia Colombiana,2006,C,Valle del Cauca,Cali,No registra,Otras Ciencias Agrícolas,Ciencias Agrícolas,ASOCIACION COLOMBIANA DE FITOMEJORAMIENTO Y PRODUCCION DE CULTIVOS,Entidades sin ánimo de lucro,Público
0120-4661,,,Historia Y Espacio,2009,C,Valle del Cauca,Cali,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD DEL VALLE,Universidades,Público
0120-4645,2256-5078,,Cuadernos De Administración,2013,A2,Valle del Cauca,Cali,Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
0121-246X,2145-7670,,Revista Facultad De Odontología,2013,A2,Antioquia,Medellín,"Odontología, Cirugía Oral y Medicina Oral",Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
1692-7257,,,Revista Colombiana De Tecnologías De Avanzada,2012,C,Norte de Santander,Pamplona,Ingeniería Eléctrica y Electrónica,"Ingenierías Eléctrica, Electrónica e Informática",Ingeniería y Tecnología,UNIVERSIDAD DE PAMPLONA,Universidades,Público
0124-3551,,,Revista Cife,2004,C,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
0034-7418,1909-6356,,Revista Colombiana De Ciencias Químico Farmacéuticas,2008,C,"Bogotá, D. C.","Bogotá, D.C.",Farmacología y Farmacia,Medicina Básica,Ciencias Médicas y de la Salud,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0120-4483,,,Ensayos Sobre Política Económica,2013,A2,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,BANCO DE LA REPUBLICA BOGOTA,Nacional,Público
0121-246X,2145-7670,,Revista Facultad De Odontología,2012,A2,Antioquia,Medellín,"Odontología, Cirugía Oral y Medicina Oral",Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0123-3068,,,Boletín Científico Del Museo De Historia Natural,2006,C,Caldas,Manizales,"Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD DE CALDAS,Universidades,Público
1794-7111,,,Kepes,2012,B,Caldas,Manizales,No registra,Arte,Humanidades,UNIVERSIDAD DE CALDAS,Universidades,Público
0124-5996,,,Revista De Economía Institucional,2009,A2,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,Universidades,Privado
0120-8705,,,Revista Ces Medicina,2013,A2,No disponible,No disponible,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD CES,Universidades,Privado
0121-4772,,,Revista Cuadernos De Economía,2008,A2,"Bogotá, D. C.","Bogotá, D.C.",Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1657-320X,,,Archivos De Medicina,2008,C,Caldas,Manizales,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE MANIZALES UMANIZALES,Universidades,Privado
1657-8961,,,Pensamiento Psicológico,2011,A1,Valle del Cauca,Cali,"Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0123-7799,,,Tecno Lógicas,2007,C,Antioquia,Medellín,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,INSTITUTO TECNOLOGICO METROPOLITANO DE MEDELLIN,Universidades,Público
1909-2474,,,Revista Luna Azul,2007,C,Caldas,Manizales,No registra,Geografía Social y Económica,Ciencias Sociales,UNIVERSIDAD DE CALDAS,Universidades,Público
0123-1472,,,Cuadernos De Contabilidad,2008,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0121-067X,,,Revista De Investigaciones,2009,C,Caldas,Manizales,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD CATOLICA DE MANIZALES,Universidades,Privado
0121-6805,,,Revista Facultad De Ciencias Económicas : Investigación Y Reflexión,2008,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
1909-9762,,,Revista Ingeniería Biomédica,2009,C,Antioquia,Envigado,No registra,Biotecnología en Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD EIA,Universidades,Privado
1657-4214,,,Perfil De Coyuntura Economica,2007,C,No disponible,No disponible,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0121-182X,,,Prolegomenos : Derechos Y Valores,2009,C,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
1657-6357,,,Sociedad Y Economía,2013,A2,Valle del Cauca,Cali,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
1794-5992,2389-783X,,Duazary,2012,C,Magdalena,Santa Marta,"Ciencias Socio Biomédicas (Planificación Familiar, Salud Sexual, Efectos Políticos y Sociales de la Investigación Biomédica)",Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DEL MAGDALENA,Universidades,Público
1909-8367,,,Entre Ciencia E Ingenieria,2009,C,Risaralda,Pereira,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD CATOLICA DE PEREIRA,Universidades,Privado
0122-7483,2027-1352,,Universitas Scientiarum,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Matemáticas Aplicadas,Matemática,Ciencias Naturales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
1794-2470,,,Nova: Publicación Científica En Ciencias Médicas,2014,A2,No disponible,No disponible,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA,Universidades,Público
0034-7426,,,Revista Colombiana De Matemáticas,2015,A2,"Bogotá, D. C.","Bogotá, D.C.",Matemáticas Puras,Matemática,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
2145-132X,,,Historelo : Revista De Historia Regional Y Local,2015,A2,Antioquia,Medellín,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1794-6190,23393459,,Earth Sciences Research Journal,2009,A2,"Bogotá, D. C.","Bogotá, D.C.",Geografía Física,Ciencias de la Tierra y Medioambientales,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0121-3628,2256-358X,,Estudios De Filosofía,2013,A2,Antioquia,Medellín,Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
2011-5474,,,Revista Latinoamericana De Etnomatemática,2015,C,Nariño,Pasto,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD DE NARINO,Universidades,Público
0120-3592,,,Cuadernos De Administración,2012,A2,"Bogotá, D. C.","Bogotá, D.C.",Negocios y Management,Economía y Negocios,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0124-7492,,,Ingenium,2011,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ingeniería Civil,Ingeniería y Tecnología,UNIVERSIDAD DE SAN BUENAVENTURA CALI,Universidades,Privado
1909-0455,,,Producción + Limpia,2015,A2,Antioquia,Caldas,Ciencias del Medio Ambiente,Ciencias de la Tierra y Medioambientales,Ciencias Naturales,CORPORACION UNIVERSITARIA LASALLISTA,Universidades,Privado
1657-3978,,,Criterio Jurídico,2010,C,Valle del Cauca,Cali,Derecho,Derecho,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0120-8411,,,Acta De Otorrinolaringología & Cirugía De Cabeza Y Cuello,2012,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Medicina Clínica,Ciencias Médicas y de la Salud,ASOCIACION COLOMBIANA DE OTORRINOLARINGOLOGIA,Entidades sin ánimo de lucro,Privado
0120-8411,,,Acta De Otorrinolaringología & Cirugía De Cabeza Y Cuello,2013,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Medicina Clínica,Ciencias Médicas y de la Salud,ASOCIACION COLOMBIANA DE OTORRINOLARINGOLOGIA,Entidades sin ánimo de lucro,Privado
1794-5887,,,Co-Herencia,2014,A2,Antioquia,Medellín,Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD EAFIT,Universidades,Privado
1692-5114,,,Revista M,2012,C,Santander,Bucaramanga,No registra,Arte,Humanidades,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
1909-941X,2389-7848,,Clio América,2009,C,Magdalena,Santa Marta,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD DEL MAGDALENA,Universidades,Público
1909-9762,,,Revista Ingeniería Biomédica,2013,B,Antioquia,Envigado,No registra,Biotecnología en Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD EIA,Universidades,Privado
0120-5498,2389-8356,,Medicina,2015,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,ACADEMIA NACIONAL DE MEDICINA,Entidades sin ánimo de lucro,Privado
,2011-799X,,Mutatis Mutandis. Revista Latinoamericana De Traducción.,2012,C,Antioquia,Medellín,Estudios Generales del Lenguaje,Idiomas y Literatura,Humanidades,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
1794-8347,,,Revista Ciencias Estratégicas,2011,B,Antioquia,Medellín,Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD PONTIFICIA BOLIVARIANA,Universidades,Privado
0120-5587,,,Lingüística Y Literatura,2011,B,Antioquia,Medellín,No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0123-4641,,,Colombian Applied Linguistics Journal,2013,A2,"Bogotá, D. C.","Bogotá, D.C.",Lingüística,Idiomas y Literatura,Humanidades,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
1692-0279,2256-4322,,Ad-Minister Revista Escuela De Administración,2013,B,Antioquia,Medellín,Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EAFIT,Universidades,Privado
1909-3667,2422-367,,Tecciencia,2011,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD ECCI,Universidades,Privado
0121-7607,,,Ambiente Y Desarrollo,2011,C,"Bogotá, D. C.","Bogotá, D.C.",Ecología,Ciencias Biológicas,Ciencias Naturales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
2145-6836,,,Expeditio,2012,C,No disponible,No disponible,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD JORGE TADEO LOZANO,Universidades,Privado
0121-1129,2357-5328,,Revista Facultad De Ingeniería,2011,B,Boyacá,Tunja,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
2027-8306,,,"Revista De Investigacion, Desarrollo E Innovacion",2012,C,Boyacá,Duitama,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0121-4470,,,Momento,2012,B,"Bogotá, D. C.","Bogotá, D.C.","Física atómica, Molecular y Química",Ciencias Físicas,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1794-7030,,,Hojas Y Hablas,2013,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias de la Educación,Ciencias Sociales,FUNDACION UNIVERSITARIA MONSERRATE,Universidades,Privado
1692-8989,,,Economía & Región,2015,B,Bolívar,Cartagena de Indias,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,Universidades,Privado
1692-8989,,,Economía & Región,2014,B,Bolívar,Cartagena de Indias,Economía,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD TECNOLOGICA DE BOLIVAR,Universidades,Privado
2027-5137,2322-777X,,Historia Y Memoria,2015,A2,Boyacá,Tunja,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0568-3076,,,Agronomía,2012,C,Caldas,Manizales,Agronomía,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,UNIVERSIDAD DE CALDAS,Universidades,Público
2011-7485,,,Psicología Desde El Caribe,2013,A1,No disponible,No disponible,"Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
0122-6150,,,Revista Cientifica De Unincca,2012,C,No disponible,No disponible,No registra,Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSIDAD INCCA DE COLOMBIA,Universidades,Privado
1909-7778,,,Revista De Derecho Publico,2013,C,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
2011-5253,2422-278X,,Ciudad Paz-Ando,2013,C,"Bogotá, D. C.","Bogotá, D.C.","Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
